BRAND,MODEL,VARIANT,MANUFACTURING YEAR,FUEL_TYPE_CLEAN,TRANSMISSION_TYPE,VEHICLE_CATEGORY,PRICE(INR),PRICE_SEGMENT,SEATING CAPACITY,DISPLACEMENT,HORSEPOWER,TORQUE(LB.FT),MILEAGE(km/L),MAX DISTANCE(FULL TANK),LENGTH_MM,WIDTH_MM,HEIGHT_MM,AIRBAGS,CHILD_LOCK,SERVICE_COST_NUM,SAFETY_SCORE,COMFORT_SCORE,TECH_SCORE,PERFORMANCE_SCORE,NUMBER OF CYLINDERS,DRIVETRAIN,TARGET
Volkswagen,Virtus,GT Plus,2024,Petrol,Manual/Auto,Sedan,1939000,Mid-Range,5,1498,150,250,16.5,660.0,4561.0,1752.0,1507.0,6,1,11000,4,4,5,4,4,FWD,Volkswagen Virtus
Volkswagen,Virtus,Comfortline,2025,Petrol,Manual/Auto,Sedan,1475000,Value,5,999,115,178,17.71,710.0,4561.0,1752.0,1507.0,2,1,11000,3,3,3,3,3,FWD,Volkswagen Virtus
Volkswagen,Virtus,Highline,2025,Petrol,Manual/Auto,Sedan,1720000,Mid-Range,5,999,115,178,17.71,710.0,4561.0,1752.0,1507.0,4,1,11000,3,4,4,3,3,FWD,Volkswagen Virtus
Volkswagen,Virtus,Topline,2025,Petrol,Manual/Auto,Sedan,1905000,Mid-Range,5,999,115,178,17.71,710.0,4561.0,1752.0,1507.0,4,1,11000,4,4,4,4,3,FWD,Volkswagen Virtus
Volkswagen,Virtus,GT Plus,2025,Petrol,Manual/Auto,Sedan,2095000,Mid-Range,5,1498,150,250,16.5,660.0,4561.0,1752.0,1507.0,6,1,11000,4,4,5,4,4,FWD,Volkswagen Virtus
Volkswagen,ID.4,Pro,2024,Electric,Automatic,SUV,4499000,Premium,5,0,201,229,2049000.0,520.0,4584.0,1852.0,1640.0,6,1,18500,5,4,5,4,0,RWD,Volkswagen ID.4
Volkswagen,ID.4,Pro,2025,Electric,Automatic,SUV,4649000,Premium,5,0,201,229,2049000.0,520.0,4584.0,1852.0,1640.0,6,1,18500,5,4,5,4,0,RWD,Volkswagen ID.4
Honda,City,V,2020,Petrol,Manual/Auto,Sedan,975000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,2,1,10000,3,3,3,3,4,FWD,Honda City
Honda,City,VX,2020,Petrol,Manual/Auto,Sedan,1075000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,4,1,10000,3,4,4,3,4,FWD,Honda City
Honda,City,ZX,2020,Petrol,Manual/Auto,Sedan,1175000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,4,5,3,4,FWD,Honda City
Honda,City,ZX CVT,2020,Petrol,Automatic,Sedan,1299000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,5,5,3,4,FWD,Honda City
Honda,City,V,2021,Petrol,Manual/Auto,Sedan,1020000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,2,1,10000,3,3,3,3,4,FWD,Honda City
Honda,City,VX,2021,Petrol,Manual/Auto,Sedan,1125000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,4,1,10000,3,4,4,3,4,FWD,Honda City
Honda,City,ZX,2021,Petrol,Manual/Auto,Sedan,1230000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,4,5,3,4,FWD,Honda City
Honda,City,ZX CVT,2021,Petrol,Automatic,Sedan,1360000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,5,5,3,4,FWD,Honda City
Honda,City,V,2022,Petrol,Manual/Auto,Sedan,1075000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,2,1,10000,3,3,3,3,4,FWD,Honda City
Honda,City,VX,2022,Petrol,Manual/Auto,Sedan,1185000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,4,1,10000,3,4,4,3,4,FWD,Honda City
Honda,City,ZX,2022,Petrol,Manual/Auto,Sedan,1295000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,4,5,3,4,FWD,Honda City
Honda,City,ZX CVT,2022,Petrol,Automatic,Sedan,1430000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,5,5,3,4,FWD,Honda City
Honda,City,V,2023,Petrol,Manual/Auto,Sedan,1135000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,2,1,10000,3,3,3,3,4,FWD,Honda City
Honda,City,VX,2023,Petrol,Manual/Auto,Sedan,1255000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,4,1,10000,3,4,4,3,4,FWD,Honda City
Honda,City,ZX,2023,Petrol,Manual/Auto,Sedan,1370000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,4,5,3,4,FWD,Honda City
Honda,City,ZX CVT,2023,Petrol,Automatic,Sedan,1515000,Mid-Range,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,5,5,3,4,FWD,Honda City
Honda,City,V,2024,Petrol,Manual/Auto,Sedan,1205000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,2,1,10000,3,3,3,3,4,FWD,Honda City
Honda,City,VX,2024,Petrol,Manual/Auto,Sedan,1335000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,4,1,10000,3,4,4,3,4,FWD,Honda City
Honda,City,ZX,2024,Petrol,Manual/Auto,Sedan,1455000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,4,5,3,4,FWD,Honda City
Honda,City,ZX CVT,2024,Petrol,Automatic,Sedan,1610000,Mid-Range,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,5,5,3,4,FWD,Honda City
Honda,City,V,2025,Petrol,Manual/Auto,Sedan,1280000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,2,1,10000,3,3,3,3,4,FWD,Honda City
Honda,City,VX,2025,Petrol,Manual/Auto,Sedan,1420000,Value,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,4,1,10000,3,4,4,3,4,FWD,Honda City
Honda,City,ZX,2025,Petrol,Manual/Auto,Sedan,1550000,Mid-Range,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,4,5,3,4,FWD,Honda City
Honda,City,ZX CVT,2025,Petrol,Automatic,Sedan,1715000,Mid-Range,5,1498,121,145,17.8,712.0,4553.0,1748.0,1467.0,6,1,10000,4,5,5,3,4,FWD,Honda City
Honda,City,e:HEV Hybrid,2022,Hybrid,Automatic,Sedan,1999000,Mid-Range,5,1498,126,253,26.5,1060.0,4553.0,1748.0,1467.0,6,1,11000,4,4,5,4,4,FWD,Honda City
Honda,City,e:HEV Hybrid,2023,Hybrid,Automatic,Sedan,2079000,Mid-Range,5,1498,126,253,26.5,1060.0,4553.0,1748.0,1467.0,6,1,11000,4,4,5,4,4,FWD,Honda City
Honda,City,e:HEV Hybrid,2024,Hybrid,Automatic,Sedan,2159000,Mid-Range,5,1498,126,253,26.5,1060.0,4553.0,1748.0,1467.0,6,1,11000,4,4,5,4,4,FWD,Honda City
Honda,City,e:HEV Hybrid,2025,Hybrid,Automatic,Sedan,2239000,Mid-Range,5,1498,126,253,26.5,1060.0,4553.0,1748.0,1467.0,6,1,11000,4,4,5,4,4,FWD,Honda City
Honda,City,V,2018,Petrol,Manual/Auto,Sedan,850000,Value,5,1497,117,145,17.4,696.0,4440.0,1748.0,1467.0,2,1,9250,3,3,3,3,4,FWD,Honda City
Honda,City,VX,2018,Petrol,Manual/Auto,Sedan,950000,Value,5,1497,117,145,17.4,696.0,4440.0,1748.0,1467.0,4,1,9250,3,4,4,3,4,FWD,Honda City
Honda,City,ZX,2018,Petrol,Manual/Auto,Sedan,1060000,Value,5,1497,117,145,17.4,696.0,4440.0,1748.0,1467.0,4,1,9250,4,4,5,3,4,FWD,Honda City
Honda,City,V,2019,Petrol,Manual/Auto,Sedan,880000,Value,5,1497,117,145,17.4,696.0,4440.0,1748.0,1467.0,2,1,9250,3,3,3,3,4,FWD,Honda City
Honda,City,VX,2019,Petrol,Manual/Auto,Sedan,980000,Value,5,1497,117,145,17.4,696.0,4440.0,1748.0,1467.0,4,1,9250,3,4,4,3,4,FWD,Honda City
Honda,City,ZX,2019,Petrol,Manual/Auto,Sedan,1090000,Value,5,1497,117,145,17.4,696.0,4440.0,1748.0,1467.0,4,1,9250,4,4,5,3,4,FWD,Honda City
Honda,Jazz,S,2018,Petrol,Manual/Auto,Hatchback,760000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,2,1,8500,3,3,2,3,4,FWD,Honda Jazz
Honda,Jazz,V,2018,Petrol,Manual/Auto,Hatchback,850000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,4,1,8500,3,4,3,3,4,FWD,Honda Jazz
Honda,Jazz,VX,2018,Petrol,Manual/Auto,Hatchback,960000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,4,1,8500,4,4,4,3,4,FWD,Honda Jazz
Honda,Jazz,S,2019,Petrol,Manual/Auto,Hatchback,785000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,2,1,8500,3,3,2,3,4,FWD,Honda Jazz
Honda,Jazz,V,2019,Petrol,Manual/Auto,Hatchback,875000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,4,1,8500,3,4,3,3,4,FWD,Honda Jazz
Honda,Jazz,VX,2019,Petrol,Manual/Auto,Hatchback,985000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,4,1,8500,4,4,4,3,4,FWD,Honda Jazz
Honda,Jazz,S,2020,Petrol,Manual/Auto,Hatchback,810000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,2,1,8500,3,3,2,3,4,FWD,Honda Jazz
Honda,Jazz,V,2020,Petrol,Manual/Auto,Hatchback,900000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,4,1,8500,3,4,3,3,4,FWD,Honda Jazz
Honda,Jazz,VX,2020,Petrol,Manual/Auto,Hatchback,1010000,Value,5,1198,90,110,17.1,616.0,3995.0,1694.0,1524.0,4,1,8500,4,4,4,3,4,FWD,Honda Jazz
Honda,WR-V,S,2018,Petrol,Manual,SUV,795000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,2,1,8750,2,2,2,2,4,FWD,Honda WR-V
Honda,WR-V,V,2018,Petrol,Manual,SUV,890000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,4,1,8750,3,3,3,3,4,FWD,Honda WR-V
Honda,WR-V,VX,2018,Petrol,Manual,SUV,1000000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,6,1,8750,4,4,4,3,4,FWD,Honda WR-V
Honda,WR-V,S,2019,Petrol,Manual,SUV,830000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,2,1,8750,2,2,2,2,4,FWD,Honda WR-V
Honda,WR-V,V,2019,Petrol,Manual,SUV,930000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,4,1,8750,3,3,3,3,4,FWD,Honda WR-V
Honda,WR-V,VX,2019,Petrol,Manual,SUV,1045000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,6,1,8750,4,4,4,3,4,FWD,Honda WR-V
Honda,WR-V,S,2020,Petrol,Manual,SUV,865000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,2,1,8750,2,2,2,2,4,FWD,Honda WR-V
Honda,WR-V,V,2020,Petrol,Manual,SUV,970000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,4,1,8750,3,3,3,3,4,FWD,Honda WR-V
Honda,WR-V,VX,2020,Petrol,Manual,SUV,1090000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,6,1,8750,4,4,4,3,4,FWD,Honda WR-V
Honda,WR-V,S,2021,Petrol,Manual,SUV,905000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,2,1,8750,2,2,2,2,4,FWD,Honda WR-V
Honda,WR-V,V,2021,Petrol,Manual,SUV,1015000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,4,1,8750,3,3,3,3,4,FWD,Honda WR-V
Honda,WR-V,VX,2021,Petrol,Manual,SUV,1140000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,6,1,8750,4,4,4,3,4,FWD,Honda WR-V
Honda,WR-V,S,2022,Petrol,Manual,SUV,950000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,2,1,8750,2,2,2,2,4,FWD,Honda WR-V
Honda,WR-V,V,2022,Petrol,Manual,SUV,1065000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,4,1,8750,3,3,3,3,4,FWD,Honda WR-V
Honda,WR-V,VX,2022,Petrol,Manual,SUV,1195000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,6,1,8750,4,4,4,3,4,FWD,Honda WR-V
Honda,WR-V,S,2023,Petrol,Manual,SUV,1000000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,2,1,8750,2,2,2,2,4,FWD,Honda WR-V
Honda,WR-V,V,2023,Petrol,Manual,SUV,1120000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,4,1,8750,3,3,3,3,4,FWD,Honda WR-V
Honda,WR-V,VX,2023,Petrol,Manual,SUV,1260000,Value,5,1198,90,110,16.5,594.0,3999.0,1734.0,1601.0,6,1,8750,4,4,4,3,4,FWD,Honda WR-V
Honda,CR-V,AWD CVT,2018,Petrol,Automatic,SUV,3299000,Premium,5,1498,190,243,14.8,630.0,4602.0,1855.0,1689.0,6,1,17000,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,Diesel AWD,2018,Diesel,Automatic,SUV,3599000,Premium,7,1597,120,300,21.0,945.0,4602.0,1855.0,1689.0,6,1,18500,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,AWD CVT,2019,Petrol,Automatic,SUV,3419000,Premium,5,1498,190,243,14.8,630.0,4602.0,1855.0,1689.0,6,1,17000,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,Diesel AWD,2019,Diesel,Automatic,SUV,3719000,Premium,7,1597,120,300,21.0,945.0,4602.0,1855.0,1689.0,6,1,18500,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,AWD CVT,2020,Petrol,Automatic,SUV,3539000,Premium,5,1498,190,243,14.8,630.0,4602.0,1855.0,1689.0,6,1,17000,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,Diesel AWD,2020,Diesel,Automatic,SUV,3839000,Premium,7,1597,120,300,21.0,945.0,4602.0,1855.0,1689.0,6,1,18500,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,AWD CVT,2021,Petrol,Automatic,SUV,3659000,Premium,5,1498,190,243,14.8,630.0,4602.0,1855.0,1689.0,6,1,17000,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,Diesel AWD,2021,Diesel,Automatic,SUV,3959000,Premium,7,1597,120,300,21.0,945.0,4602.0,1855.0,1689.0,6,1,18500,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,AWD CVT,2022,Petrol,Automatic,SUV,3779000,Premium,5,1498,190,243,14.8,630.0,4602.0,1855.0,1689.0,6,1,17000,4,4,4,4,4,AWD,Honda CR-V
Honda,CR-V,Diesel AWD,2022,Diesel,Automatic,SUV,4079000,Premium,7,1597,120,300,21.0,945.0,4602.0,1855.0,1689.0,6,1,18500,4,4,4,4,4,AWD,Honda CR-V
Honda,Amaze,E,2018,Petrol,Manual/Auto,Sedan,600000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,2,2,2,4,FWD,Honda Amaze
Honda,Amaze,S,2018,Petrol,Manual/Auto,Sedan,680000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,3,2,2,4,FWD,Honda Amaze
Honda,Amaze,V,2018,Petrol,Manual/Auto,Sedan,770000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,3,3,3,3,4,FWD,Honda Amaze
Honda,Amaze,VX,2018,Petrol,Manual/Auto,Sedan,870000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,4,4,4,3,4,FWD,Honda Amaze
Honda,Amaze,E,2019,Petrol,Manual/Auto,Sedan,630000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,2,2,2,4,FWD,Honda Amaze
Honda,Amaze,S,2019,Petrol,Manual/Auto,Sedan,710000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,3,2,2,4,FWD,Honda Amaze
Honda,Amaze,V,2019,Petrol,Manual/Auto,Sedan,805000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,3,3,3,3,4,FWD,Honda Amaze
Honda,Amaze,VX,2019,Petrol,Manual/Auto,Sedan,910000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,4,4,4,3,4,FWD,Honda Amaze
Honda,Amaze,E,2020,Petrol,Manual/Auto,Sedan,660000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,2,2,2,4,FWD,Honda Amaze
Honda,Amaze,S,2020,Petrol,Manual/Auto,Sedan,745000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,3,2,2,4,FWD,Honda Amaze
Honda,Amaze,V,2020,Petrol,Manual/Auto,Sedan,845000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,3,3,3,3,4,FWD,Honda Amaze
Honda,Amaze,VX,2020,Petrol,Manual/Auto,Sedan,955000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,4,4,4,3,4,FWD,Honda Amaze
Honda,Amaze,E,2021,Petrol,Manual/Auto,Sedan,695000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,2,2,2,4,FWD,Honda Amaze
Honda,Amaze,S,2021,Petrol,Manual/Auto,Sedan,785000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,3,2,2,4,FWD,Honda Amaze
Honda,Amaze,V,2021,Petrol,Manual/Auto,Sedan,890000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,3,3,3,3,4,FWD,Honda Amaze
Honda,Amaze,VX,2021,Petrol,Manual/Auto,Sedan,1005000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,4,4,4,3,4,FWD,Honda Amaze
Honda,Amaze,E,2022,Petrol,Manual/Auto,Sedan,735000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,2,2,2,4,FWD,Honda Amaze
Honda,Amaze,S,2022,Petrol,Manual/Auto,Sedan,830000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,3,2,2,4,FWD,Honda Amaze
Honda,Amaze,V,2022,Petrol,Manual/Auto,Sedan,940000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,3,3,3,3,4,FWD,Honda Amaze
Honda,Amaze,VX,2022,Petrol,Manual/Auto,Sedan,1060000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,4,4,4,3,4,FWD,Honda Amaze
Honda,Amaze,E,2023,Petrol,Manual/Auto,Sedan,780000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,2,2,2,4,FWD,Honda Amaze
Honda,Amaze,S,2023,Petrol,Manual/Auto,Sedan,880000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,3,2,2,4,FWD,Honda Amaze
Honda,Amaze,V,2023,Petrol,Manual/Auto,Sedan,995000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,3,3,3,3,4,FWD,Honda Amaze
Honda,Amaze,VX,2023,Petrol,Manual/Auto,Sedan,1125000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,4,4,4,3,4,FWD,Honda Amaze
Honda,Amaze,E,2024,Petrol,Manual/Auto,Sedan,830000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,2,2,2,4,FWD,Honda Amaze
Honda,Amaze,S,2024,Petrol,Manual/Auto,Sedan,940000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,3,2,2,4,FWD,Honda Amaze
Honda,Amaze,V,2024,Petrol,Manual/Auto,Sedan,1065000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,3,3,3,3,4,FWD,Honda Amaze
Honda,Amaze,VX,2024,Petrol,Manual/Auto,Sedan,1205000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,4,4,4,3,4,FWD,Honda Amaze
Honda,Amaze,E,2025,Petrol,Manual/Auto,Sedan,885000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,2,2,2,4,FWD,Honda Amaze
Honda,Amaze,S,2025,Petrol,Manual/Auto,Sedan,1005000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,2,1,8000,2,3,2,2,4,FWD,Honda Amaze
Honda,Amaze,V,2025,Petrol,Manual/Auto,Sedan,1140000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,3,3,3,3,4,FWD,Honda Amaze
Honda,Amaze,VX,2025,Petrol,Manual/Auto,Sedan,1290000,Value,5,1198,90,110,18.3,567.0,3995.0,1694.0,1501.0,4,1,8000,4,4,4,3,4,FWD,Honda Amaze
Honda,Elevate,S,2023,Petrol,Manual/Auto,SUV,1098000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,2,1,10000,3,3,3,3,4,FWD,Honda Elevate
Honda,Elevate,V,2023,Petrol,Manual/Auto,SUV,1230000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,4,1,10000,3,3,4,3,4,FWD,Honda Elevate
Honda,Elevate,VX,2023,Petrol,Manual/Auto,SUV,1379000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,6,1,10000,4,4,4,3,4,FWD,Honda Elevate
Honda,Elevate,ZX,2023,Petrol,Manual/Auto,SUV,1499000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,6,1,10000,4,5,5,3,4,FWD,Honda Elevate
Honda,Elevate,S,2024,Petrol,Manual/Auto,SUV,1170000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,2,1,10000,3,3,3,3,4,FWD,Honda Elevate
Honda,Elevate,V,2024,Petrol,Manual/Auto,SUV,1315000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,4,1,10000,3,3,4,3,4,FWD,Honda Elevate
Honda,Elevate,VX,2024,Petrol,Manual/Auto,SUV,1475000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,6,1,10000,4,4,4,3,4,FWD,Honda Elevate
Honda,Elevate,ZX,2024,Petrol,Manual/Auto,SUV,1605000,Mid-Range,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,6,1,10000,4,5,5,3,4,FWD,Honda Elevate
Honda,Elevate,S,2025,Petrol,Manual/Auto,SUV,1250000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,2,1,10000,3,3,3,3,4,FWD,Honda Elevate
Honda,Elevate,V,2025,Petrol,Manual/Auto,SUV,1410000,Value,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,4,1,10000,3,3,4,3,4,FWD,Honda Elevate
Honda,Elevate,VX,2025,Petrol,Manual/Auto,SUV,1580000,Mid-Range,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,6,1,10000,4,4,4,3,4,FWD,Honda Elevate
Honda,Elevate,ZX,2025,Petrol,Manual/Auto,SUV,1720000,Mid-Range,5,1498,121,145,15.33,552.0,4312.0,1790.0,1650.0,6,1,10000,4,5,5,3,4,FWD,Honda Elevate
Nissan,Micra Active,XE,2018,Petrol,Manual,Hatchback,503000,Budget,5,1198,67,77,18.97,777.0,3800.0,1665.0,1530.0,1,1,1,2,2,2,2,3,FWD,Nissan Micra Active
Nissan,Micra Active,XL,2018,Petrol,Manual,Hatchback,545000,Budget,5,1198,67,77,18.97,777.0,3800.0,1665.0,1530.0,1,1,1,2,3,2,2,3,FWD,Nissan Micra Active
Nissan,Micra Active,XV,2018,Petrol,Manual,Hatchback,589000,Budget,5,1198,67,77,18.97,777.0,3800.0,1665.0,1530.0,2,1,1,2,3,2,2,3,FWD,Nissan Micra Active
Nissan,Micra,XL Comfort,2018,Diesel,Manual,Hatchback,720000,Value,5,1461,63,118,23.08,946.0,3825.0,1665.0,1530.0,2,1,1,3,3,2,3,4,FWD,Nissan Micra
Nissan,Micra,XV,2018,Diesel,Manual,Hatchback,795000,Value,5,1461,63,118,23.08,946.0,3825.0,1665.0,1530.0,2,1,1,3,3,2,3,4,FWD,Nissan Micra
Nissan,Micra,XV CVT,2018,Petrol,Automatic,Hatchback,675000,Value,5,1198,76,77,19.34,790.0,3825.0,1665.0,1530.0,2,1,1,3,3,3,2,3,FWD,Nissan Micra
Nissan,Sunny,XE,2018,Petrol,Manual,Sedan,699000,Value,5,1498,98,99,16.95,695.0,4455.0,1695.0,1515.0,1,1,1,3,4,3,3,4,FWD,Nissan Sunny
Nissan,Sunny,XL,2018,Petrol,Manual,Sedan,780000,Value,5,1498,98,99,16.95,695.0,4455.0,1695.0,1515.0,1,1,1,3,4,3,3,4,FWD,Nissan Sunny
Nissan,Sunny,XV,2018,Petrol,Manual,Sedan,890000,Value,5,1498,98,99,16.95,695.0,4455.0,1695.0,1515.0,2,1,1,3,4,4,3,4,FWD,Nissan Sunny
Nissan,Sunny,XV CVT,2018,Petrol,Automatic,Sedan,994000,Value,5,1498,98,99,17.5,717.0,4455.0,1695.0,1515.0,2,1,1,3,4,4,3,4,FWD,Nissan Sunny
Nissan,Terrano,XE,2018,Diesel,Manual,SUV,999000,Value,5,1461,84,147,19.8,990.0,4331.0,1822.0,1671.0,1,1,2,3,3,2,3,4,FWD,Nissan Terrano
Nissan,Terrano,XL,2018,Diesel,Manual,SUV,1150000,Value,5,1461,84,147,19.8,990.0,4331.0,1822.0,1671.0,1,1,2,3,3,2,3,4,FWD,Nissan Terrano
Nissan,Terrano,XL (P),2018,Petrol,Manual,SUV,999999,Value,5,1598,103,109,13.06,653.0,4331.0,1822.0,1671.0,1,1,2,3,3,2,3,4,FWD,Nissan Terrano
Nissan,Terrano,XV Premium MT,2018,Diesel,Manual,SUV,1390000,Value,5,1461,108,183,19.6,980.0,4331.0,1822.0,1671.0,2,1,2,3,3,3,4,4,FWD,Nissan Terrano
Nissan,Terrano,XV Premium AMT,2018,Diesel,Manual,SUV,1465000,Value,5,1461,108,183,19.6,980.0,4331.0,1822.0,1671.0,2,1,2,3,3,3,4,4,FWD,Nissan Terrano
Nissan,GT-R,Premium,2018,Petrol,Automatic,Sports/Specialty,21200000,Luxury,4,3799,562,469,8.4,600.0,4710.0,1895.0,1370.0,6,1,3,5,4,4,5,6,AWD,Nissan GT-R
